Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,product_3_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-1_n-3,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-2_n-3,alpha_k-3_n-1,alpha_k-3_n-2,alpha_k-3_n-3,beta_k-1_n-1,beta_k-1_n-2,beta_k-1_n-3,beta_k-2_n-1,beta_k-2_n-2,beta_k-2_n-3,beta_k-3_n-1,beta_k-3_n-2,beta_k-3_n-3,theta_k-1_n-1,theta_k-1_n-2,theta_k-1_n-3,theta_k-2_n-1,theta_k-2_n-2,theta_k-2_n-3,theta_k-3_n-1,theta_k-3_n-2,theta_k-3_n-3
1.0,8.0,240,0.0,0.0,1.0,8340.0,7381.0,0.5111156086867448,5.748300853783817,9.699080157687252,10.959264126149803,9.699080157687254,0.5111156086867448,0.0,0.0,0.48888439131325523,56.0,21.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,88.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5172561504361209,0.18528925613017075,0.9305782897471401,0.4914931071118921,0.19171334488537087,0.5699798656830823,0.09544074286283817,0.06757712370671978,0.567297733658174
1.0,12.0,241,0.0,1.0,1.0,8333.0,7368.0,0.5066316519174806,5.760738133702863,9.694736842105263,10.964473684210526,9.694736842105263,0.5066316519174806,0.0,0.0,0.4933683480825194,56.0,21.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,89.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5305178924980866,0.16426218458591738,0.9530664778494342,0.22146625873843975,0.47343465251160866,0.7357152702904836,0.4162048378013397,0.41016063076267095,0.34396005624098674
1.0,8.0,242,0.0,0.0,1.0,8320.0,7343.0,0.5147816417325529,5.669194296092157,9.674571805006591,10.961791831357049,9.674571805006588,0.5147816417325529,0.0,0.0,0.48521835826744714,56.0,22.0,102.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,89.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.45910644069887513,0.20720263298982453,0.9365503967669109,0.059230197143485395,0.5343560265866423,0.5771788761351895,0.007871818353882126,0.15269243502945407,0.2808918036939784
4.0,0.0,243,0.0,0.0,0.0,8313.0,7330.0,0.5212407715802229,5.701469572722144,9.67018469656992,10.967018469656992,9.67018469656992,0.5212407715802229,0.0,0.0,0.47875922841977714,56.0,22.0,103.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,90.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4775008024897025,0.17304519276133876,0.9367840005963032,0.7947568159577327,0.6412180736636922,0.07607426924541898,0.9411585800518291,0.21219978433960515,0.8336562371351686
1.0,8.0,244,0.0,0.0,1.0,8313.0,7330.0,0.5387150019010805,5.771423694113554,9.682959048877146,10.981505944517833,9.682959048877146,0.5387150019010805,0.0,0.0,0.46128499809891954,56.0,22.0,103.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,90.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5176461119084294,0.1733723302023268,0.8642226537275218,0.6143772642390545,0.7057875957994897,0.4899795379893965,0.4808250758591958,0.003865615755695807,0.5948170101713794
1.0,15.0,245,1.0,0.0,1.0,8306.0,7317.0,0.551993261704264,5.725433624515974,9.678571428571429,10.986772486772487,9.678571428571429,0.551993261704264,0.0,0.0,0.448006738295736,56.0,22.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,91.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4704958912263227,0.17852228990624489,0.8582405714799625,0.7190174671298175,0.30822306469035743,0.3909907951107089,0.21678359959685234,0.6989141468867487,0.8280749963213158
4.0,0.0,246,0.0,0.0,0.0,8292.0,7295.0,0.5231995114457237,5.767550645558739,9.662251655629142,10.982781456953642,9.66225165562914,0.5231995114457237,0.0,0.0,0.47680048855427626,57.0,22.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,92.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5320573186298339,0.14399313071552272,0.9193223218385577,0.34222320022651437,0.8976495879266145,0.10863871175085758,0.05258809604094929,0.686110515739044,0.4259758928087881
4.0,0.0,247,0.0,0.0,0.0,8292.0,7295.0,0.5502993940120761,5.628125432130718,9.675066312997348,10.9973474801061,9.675066312997348,0.5502993940120761,0.0,0.0,0.44970060598792394,57.0,22.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,92.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.38988685346843244,0.17183359851332927,0.9238826369998949,0.9416558086392214,0.5264577225877017,0.35773709525758746,0.02491755641603973,0.13601618130868945,0.4764096842423912
4.0,0.0,248,0.0,0.0,0.0,8292.0,7295.0,0.5508379309919321,5.6442696341375385,9.687915006640107,11.01195219123506,9.687915006640106,0.5508379309919321,0.0,0.0,0.4491620690080679,57.0,22.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,92.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.40004832402815155,0.18457635761061633,0.9055572938022483,0.14900778426731193,0.05931360641418986,0.6533474469671741,0.16499196991269657,0.4789202425105787,0.8627260954256389
1.0,8.0,249,0.0,0.0,1.0,8292.0,7295.0,0.529585970499665,5.722117714688433,9.700797872340425,11.02659574468085,9.700797872340425,0.529585970499665,0.0,0.0,0.47041402950033495,57.0,22.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,92.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4670710229881447,0.13972365464257736,0.9567214394882098,0.4583617863103868,0.5693069314109198,0.28801563476622555,0.4661090961949325,0.5034827766821965,0.20202770186702843
4.0,0.0,250,0.0,0.0,0.0,8285.0,7282.0,0.5183554261076986,5.769692372141643,9.696404793608522,11.031957390146472,9.696404793608522,0.5183554261076986,0.0,0.0,0.4816445738923014,57.0,22.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,93.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5282202125084907,0.17214555360775705,0.9143357243618402,0.1510073290390838,0.46819681122462437,0.6142772533757963,0.7710024882368435,0.6495882645584953,0.26129832135550307
1.0,12.0,251,0.0,1.0,1.0,8285.0,7282.0,0.5277068104558764,5.6832435016939336,9.709333333333333,11.046666666666667,9.709333333333333,0.5277068104558764,0.0,0.0,0.4722931895441236,57.0,22.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,93.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44742637345729847,0.21926514312627832,0.9031605019231294,0.4272260102469398,0.18761696529751418,0.15504280393878067,0.10443283648905,0.055961819495826494,0.7766728320587477
1.0,0.0,252,0.0,0.0,0.0,8272.0,7257.0,0.5017921690282298,5.698953505854741,9.688918558077438,11.044058744993324,9.688918558077436,0.5017921690282298,0.0,0.0,0.49820783097177035,57.0,23.0,107.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0,93.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4871742708382057,0.19294870131779826,0.9698981239211308,0.8845082545457217,0.4228662367159443,0.4322989384982419,0.6343187804991275,0.8183691018243326,0.556912398634635
1.0,8.0,253,0.0,0.0,1.0,8272.0,7257.0,0.526229489103278,5.648400789326915,9.701871657754012,11.058823529411764,9.70187165775401,0.526229489103278,0.0,0.0,0.473770510896722,57.0,23.0,107.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,94.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.42312918570850727,0.22754865955743062,0.9152178940411435,0.5510088026125258,0.21384434316913298,0.5408708899509981,0.42352264060554484,0.04104109386233638,0.4942415643638222
4.0,0.0,254,0.0,0.0,0.0,8265.0,7244.0,0.5365263526382269,5.735335787587819,9.697456492637215,11.06425702811245,9.697456492637215,0.5365263526382269,0.0,0.0,0.4634736473617731,57.0,23.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,95.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4749324127229902,0.14215373631724748,0.9303295249978124,0.579985398615802,0.5913728852307533,0.328910855504838,0.7091880672103036,0.26410649995073665,0.04723847756754739
1.0,15.0,255,1.0,0.0,1.0,8265.0,7244.0,0.49640358288049447,5.714998191073011,9.710455764075068,11.079088471849866,9.710455764075068,0.49640358288049447,0.0,0.0,0.5035964171195055,57.0,23.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,95.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5034977038638526,0.2271269066372102,0.9465086744417693,0.14100221406604366,0.07946408079192384,0.010022269252578635,0.0012215627339461413,0.02288402054508684,0.4775196443759433
4.0,0.0,256,0.0,0.0,0.0,8251.0,7222.0,0.5144216577354894,5.688281109165349,9.693959731543623,11.0751677852349,9.693959731543623,0.5144216577354894,0.0,0.0,0.4855783422645106,58.0,23.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46240805349504593,0.18483533274491615,0.9588221884213122,0.08424509258296327,0.6853827830381799,0.3002271802128256,0.4264990293992064,0.6202345049458091,0.2937762190405924
4.0,0.0,257,0.0,0.0,0.0,8251.0,7222.0,0.5181924272767595,5.762316120209408,9.706989247311828,11.09005376344086,9.706989247311828,0.5181924272767595,0.0,0.0,0.4818075727232405,58.0,23.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5175044422672069,0.17608899238335343,0.920138065868688,0.3380668353257102,0.3150571715552419,0.32448212702236146,0.12295688918845284,0.07189421815566452,0.6040568326422516
1.0,19.0,258,1.0,1.0,1.0,8251.0,7222.0,0.5381820872987996,5.68467330243733,9.720053835800808,11.104979811574697,9.720053835800808,0.5381820872987996,0.0,0.0,0.46181791270120043,58.0,23.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.42424623453595833,0.1649479498868171,0.9433315617505768,0.9557339115996983,0.6953956139924697,0.8459843081135914,0.008527094862879355,0.846428331546572,0.5342533151108201
4.0,0.0,259,0.0,0.0,0.0,8231.0,7188.0,0.5265791800354017,5.698313665346205,9.68733153638814,11.09299191374663,9.68733153638814,0.5265791800354017,0.0,0.0,0.4734208199645983,59.0,24.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4691291626530115,0.2057890260641299,0.9003917421684006,0.41934264835067014,0.12593723869169626,0.18242948767629633,0.2464227473441224,0.051147867579675294,0.005289445779448177
4.0,0.0,260,0.0,0.0,0.0,8231.0,7188.0,0.5082277670520546,5.719132459013988,9.700404858299596,11.10796221322537,9.700404858299596,0.5082277670520546,0.0,0.0,0.49177223294794536,59.0,24.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4948174931102769,0.1953034278896491,0.9453637576840855,0.04633845323390576,0.52181617132475,0.6355946143154351,0.02495740214245816,0.04777413029813029,0.863585247829609
4.0,0.0,261,0.0,0.0,0.0,8231.0,7188.0,0.5367718557373665,5.736474184921553,9.713513513513513,11.122972972972972,9.713513513513513,0.5367718557373665,0.0,0.0,0.4632281442626335,59.0,24.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46901006073815443,0.14576938169975956,0.932757274190981,0.5687395640924967,0.3447391820947363,0.32855287463279476,0.791265967884106,0.18779578262318894,0.18224613310727367
1.0,15.0,262,1.0,0.0,1.0,8231.0,7188.0,0.5394715918301952,5.738503482006378,9.726657645466847,11.138024357239512,9.726657645466847,0.5394715918301952,0.0,0.0,0.4605284081698048,59.0,24.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,96.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47747935510079764,0.21579189714120278,0.8571657650511578,0.8153474573679088,0.8559069162689615,0.6176918998362267,0.2398779938559129,0.6285109828391409,0.8352906802189787
4.0,0.0,263,0.0,0.0,0.0,8217.0,7166.0,0.5002450150834661,5.6224653917413425,9.710027100271002,11.134146341463415,9.710027100271002,0.5002450150834661,0.0,0.0,0.4997549849165339,60.0,24.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,97.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4214385914884109,0.2602628422972968,0.9611108475555481,0.8297067746523931,0.9097631937717084,0.5435369714243473,0.2981558990763685,0.7971336467628128,0.1730268416875431
4.0,0.0,264,0.0,0.0,0.0,8217.0,7166.0,0.5209043512468192,5.751315519072315,9.723202170963365,11.149253731343284,9.723202170963365,0.5209043512468192,0.0,0.0,0.4790956487531808,60.0,24.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,97.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5002140704194449,0.1891251406670699,0.9149672811498094,0.5303966808856573,0.7756957458286546,0.7402927793409781,0.28100936134409166,0.6868704781397672,0.16402874757208988
4.0,0.0,265,0.0,0.0,0.0,8217.0,7166.0,0.5020079575520007,5.727967639866446,9.736413043478262,11.164402173913043,9.736413043478262,0.5020079575520007,0.0,0.0,0.49799204244799933,60.0,24.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,97.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.505745423668058,0.26566057868169474,0.8965616851275571,0.2783265226103865,0.5527992516360736,0.12854263334143845,0.1553365115761498,0.16956438230467585,0.41563747893572367
1.0,8.0,266,0.0,0.0,1.0,8217.0,7166.0,0.502347138474151,5.6891357779015035,9.749659863945576,11.179591836734694,9.749659863945578,0.502347138474151,0.0,0.0,0.497652861525849,60.0,24.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,97.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46141992894263967,0.2584724590932984,0.9349048719328765,0.8438888947760282,0.7511157750823328,0.8519115769361701,0.5580029775634063,0.10912711669473746,0.3218386934354983
4.0,0.0,267,0.0,0.0,0.0,8210.0,7153.0,0.5061462749633819,5.738978028682968,9.745231607629428,11.185286103542234,9.745231607629428,0.5061462749633819,0.0,0.0,0.49385372503661806,60.0,24.0,112.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,98.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5024739746120126,0.24071306758963848,0.9109971167728003,0.24521596740250595,0.20114023748047552,0.654645137857202,0.22893381330430243,0.26182905463672496,0.8276788915439908
1.0,15.0,268,1.0,0.0,1.0,8210.0,7153.0,0.5499039939029814,5.640083591174948,9.758526603001364,11.200545702592088,9.758526603001364,0.5499039939029814,0.0,0.0,0.4500960060970186,60.0,24.0,112.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,98.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.37315955894294145,0.22253994485054301,0.901304456259293,0.24778006498220576,0.15163775468212953,0.8800487771698787,0.5634541286485942,0.2424529167049097,0.37110533567176957
1.0,15.0,269,1.0,0.0,1.0,8196.0,7131.0,0.5070103042186725,5.713410864988346,9.741803278688524,11.19672131147541,9.741803278688524,0.5070103042186725,0.0,0.0,0.49298969578132745,61.0,24.0,113.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,99.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4830515807306303,0.2550314095207195,0.9081823445383781,0.6799950309169336,0.41924934284745086,0.3840722602014619,0.2916079944597108,0.27510196412355253,0.08801753838243637
1.0,12.0,270,0.0,1.0,1.0,8182.0,7109.0,0.5443073445971993,5.666942456030783,9.725034199726402,11.192886456908345,9.725034199726402,0.5443073445971993,0.0,0.0,0.4556926554028007,62.0,24.0,114.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,100.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4078668666422456,0.19018836432642666,0.9164418992879919,0.7009797212928657,0.8203433965914008,0.2395620427299468,0.1351619193606297,0.805712615155028,0.10916547805076891
4.0,0.0,271,0.0,0.0,0.0,8169.0,7084.0,0.5497697015524409,5.7703911077983525,9.704109589041096,11.19041095890411,9.704109589041096,0.5497697015524409,0.0,0.0,0.45023029844755913,62.0,25.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,100.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4832083065053563,0.10670369236981213,0.9247621192008587,0.6836707577444407,0.3988192735627011,0.826853724234089,0.03076613162984122,0.049887912648069375,0.3908961973772392
1.0,8.0,272,0.0,0.0,1.0,8169.0,7084.0,0.48750153159104065,5.763231842759258,9.717421124828531,11.205761316872428,9.717421124828531,0.48750153159104065,0.0,0.0,0.5124984684089593,62.0,25.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,100.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5563376610069485,0.23725287819408178,0.9291565712590364,0.06435006703183316,0.004818518499638927,0.937811133956674,0.15268245603775138,0.056187746968854015,0.24014146437310246
4.0,0.0,273,0.0,0.0,0.0,8162.0,7071.0,0.5064449452261429,5.677627064042379,9.712912087912088,11.211538461538462,9.712912087912088,0.5064449452261429,0.0,0.0,0.4935550547738571,62.0,25.0,116.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,101.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46864839976919376,0.27211972359748565,0.8996416663060564,0.18837283620629694,0.9856681012882291,0.3145036556801719,0.1532921003028651,0.3970205566605096,0.47742738145151187
4.0,0.0,274,0.0,0.0,0.0,8162.0,7071.0,0.498341793070394,5.742386098106897,9.72627235213205,11.226960110041265,9.72627235213205,0.498341793070394,0.0,0.0,0.501658206929606,62.0,25.0,116.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,101.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5199910724310561,0.23030349007952602,0.9287469633053971,0.13500919200101363,0.7718842288928577,0.05830918149693922,0.3233172598521465,0.10679815036741352,0.4250659704867082
1.0,19.0,275,1.0,1.0,1.0,8162.0,7071.0,0.5320254429408479,5.706828177385292,9.739669421487601,11.242424242424242,9.739669421487603,0.5320254429408479,0.0,0.0,0.46797455705915214,62.0,25.0,116.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,101.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44932222697493535,0.21375658021757146,0.8998303661741759,0.8512757426216702,0.8977110330509893,0.5431639917974473,0.27746445830882177,0.08540610912833514,0.35837731607010814
1.0,8.0,276,0.0,0.0,1.0,8142.0,7037.0,0.5103829368733408,5.651680819683884,9.706206896551723,11.230344827586206,9.706206896551723,0.5103829368733408,0.0,0.0,0.4896170631266592,63.0,26.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,101.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4426148423129243,0.26022401673163154,0.9162520793971813,0.3391851242931382,0.7276922368204904,0.2117064018034372,0.05924845709256622,0.023088785810819922,0.07034908193024884
4.0,0.0,277,0.0,0.0,0.0,8135.0,7024.0,0.49306214853475805,5.787280022280753,9.701657458563536,11.236187845303867,9.701657458563536,0.49306214853475805,0.0,0.0,0.506937851465242,63.0,26.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5681143893436356,0.1758404296134676,0.9579402521267525,0.2666275113854289,0.37667516505174214,0.9617948283084498,0.9682680869733303,0.7834653426773847,0.5221694105181841
4.0,0.0,278,0.0,0.0,0.0,8135.0,7024.0,0.48069199353148356,5.751909169842647,9.715076071922544,11.251728907330568,9.715076071922544,0.48069199353148356,0.0,0.0,0.5193080064685165,63.0,26.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.559649869294933,0.26463626868578394,0.9229323911728881,0.36476310353385183,0.21343272743122318,0.7641165660358461,0.004215054231289759,0.48636622626634873,0.1474774447020892
4.0,0.0,279,0.0,0.0,0.0,8135.0,7024.0,0.5289425038661842,5.730565692858277,9.728531855955678,11.267313019390581,9.728531855955678,0.5289425038661842,0.0,0.0,0.47105749613381576,63.0,26.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4755962935502017,0.20359352901532293,0.8976099568307522,0.8678187238910029,0.6639508230270619,0.6504037170879454,0.1102796786768284,0.06547859904409975,0.19082478092573046
1.0,15.0,280,1.0,0.0,1.0,8135.0,7024.0,0.5428222827873457,5.788627678693603,9.742024965325937,11.282940360610263,9.742024965325935,0.5428222827873457,0.0,0.0,0.4571777172126543,63.0,26.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49509874076074606,0.14339639070680402,0.9054109684170162,0.5440563821780442,0.7634673797732012,0.9449944254158275,0.22828608832175365,0.29539771857722874,0.12385353407910603
4.0,0.0,281,0.0,0.0,0.0,8121.0,7002.0,0.49611283979041587,5.697582702214134,9.725,11.279166666666667,9.725,0.49611283979041587,0.0,0.0,0.5038871602095841,64.0,26.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4839770416219445,0.2450474633527481,0.9466178744023803,0.580396467703034,0.2877695741597879,0.36629010249368993,0.1571184747054792,0.4410986990667475,0.1039676633516677
4.0,0.0,282,0.0,0.0,0.0,8121.0,7002.0,0.4872107426299703,5.741563778069458,9.738525730180807,11.294853963838666,9.738525730180807,0.4872107426299703,0.0,0.0,0.5127892573700297,64.0,26.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5307424567793804,0.26329706065337893,0.927082787535071,0.7337044198319574,0.7264439110744976,0.2866699013433484,0.470338244620668,0.38044409035631516,0.6586777139261608
1.0,8.0,283,0.0,0.0,1.0,8121.0,7002.0,0.5392230043354667,5.745289015430019,9.75208913649025,11.31058495821727,9.75208913649025,0.5392230043354667,0.0,0.0,0.46077699566453334,64.0,26.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46923029133047306,0.20412712278947867,0.877911464239305,0.9053201982262599,0.6324899393414651,0.28884420937056193,0.02184232873909102,0.14018657751463132,0.19713278748071494
4.0,0.0,284,0.0,0.0,0.0,8114.0,6989.0,0.5131182470428708,5.763853988325809,9.747559274755927,11.316596931659694,9.747559274755927,0.5131182470428708,0.0,0.0,0.4868817529571292,64.0,26.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.50750869240319,0.19305109995589806,0.93173230853945,0.09373450176613586,0.15733766266037996,0.2877082524383284,0.143404895122694,0.17551585405119174,0.37112615401072224
4.0,0.0,285,0.0,0.0,0.0,8114.0,6989.0,0.5458908215281026,5.759221919364057,9.761173184357542,11.332402234636872,9.761173184357542,0.5458908215281026,0.0,0.0,0.45410917847189736,64.0,26.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4672219114327568,0.18312197269101593,0.8829785554582155,0.008880225732837822,0.21362366469701471,0.16085009675763015,0.765910538213337,0.3607210080035087,0.33427551669072164
4.0,0.0,286,0.0,0.0,0.0,8114.0,6989.0,0.5160435172722423,5.78798859132765,9.774825174825178,11.348251748251748,9.774825174825175,0.5160435172722423,0.0,0.0,0.4839564827277577,64.0,26.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5102533240707621,0.17850119208662435,0.939043687875315,0.07355119582034443,0.11198437272994406,0.11609914233322417,0.0876890585497278,0.29023168871188204,0.014901411373272404
4.0,0.0,287,0.0,0.0,0.0,8114.0,6989.0,0.5120897605904362,5.808945464017482,9.788515406162468,11.364145658263306,9.788515406162466,0.5120897605904362,0.0,0.0,0.4879102394095638,64.0,26.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5368075588490336,0.22793501746594247,0.8883349861893385,0.8001699961919858,0.18111415600958825,0.5774877293947054,0.2721603210899412,0.5909291110305374,0.3300275064963217
1.0,15.0,288,1.0,0.0,1.0,8114.0,6989.0,0.5137844203466245,5.6987543784380295,9.802244039270688,11.380084151472651,9.802244039270688,0.5137844203466245,0.0,0.0,0.4862155796533755,64.0,26.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.42995603291699713,0.23266349299666003,0.9551499470153721,0.40281414142610267,0.21942644208324733,0.16651066213670043,0.2735102466892026,0.2314721863007497,0.5275093478215974
4.0,0.0,289,0.0,0.0,0.0,8100.0,6967.0,0.4834329599248313,5.7513457567190205,9.785112359550562,11.376404494382022,9.785112359550562,0.4834329599248313,0.0,0.0,0.5165670400751687,65.0,26.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.521188111736403,0.2699988303757832,0.9469391501291973,0.4043940946641987,0.04192440740107456,0.5237715605298761,0.6998030241644134,0.14491176935922087,0.7372725520697392
4.0,0.0,290,0.0,0.0,0.0,8100.0,6967.0,0.5413531082462866,5.795497319382478,9.79887482419128,11.39240506329114,9.79887482419128,0.5413531082462866,0.0,0.0,0.4586468917537134,65.0,26.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4772337745889986,0.14916766048333152,0.9242763563790806,0.702508745223408,0.4122636954958623,0.8427046529888925,0.15049168885283054,0.15586280530585367,0.6876974841131145
1.0,8.0,291,0.0,0.0,1.0,8100.0,6967.0,0.500244611535444,5.759220029381659,9.812676056338027,11.408450704225352,9.812676056338027,0.500244611535444,0.0,0.0,0.499755388464556,65.0,26.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4972319121486654,0.26104708474622373,0.9237002620134676,0.19390925801750672,0.10537108787765721,0.9600552199357213,0.23984828188040436,0.6723584802394729,0.6748366421393973
4.0,0.0,292,0.0,0.0,0.0,8093.0,6954.0,0.5228504309253911,5.788054125137985,9.80818053596615,11.414668547249647,9.80818053596615,0.5228504309253911,0.0,0.0,0.4771495690746089,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4853837632308039,0.16527581880830733,0.9544071037285989,0.8591013030286649,0.34425827510920276,0.2381715268188692,0.4902233850651492,0.8463069016971708,0.3490168153919627
4.0,0.0,293,0.0,0.0,0.0,8093.0,6954.0,0.5382268177858008,5.802696179934844,9.822033898305085,11.430790960451978,9.822033898305085,0.5382268177858008,0.0,0.0,0.46177318221419916,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47884364733921836,0.16583118305248815,0.9191775336988517,0.11320692137657598,0.0860313983062708,0.8993187020979385,0.31431186583114207,0.5393671808696622,0.482388241988709
