Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,product_3_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-1_n-3,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-2_n-3,alpha_k-3_n-1,alpha_k-3_n-2,alpha_k-3_n-3,beta_k-1_n-1,beta_k-1_n-2,beta_k-1_n-3,beta_k-2_n-1,beta_k-2_n-2,beta_k-2_n-3,beta_k-3_n-1,beta_k-3_n-2,beta_k-3_n-3,theta_k-1_n-1,theta_k-1_n-2,theta_k-1_n-3,theta_k-2_n-1,theta_k-2_n-2,theta_k-2_n-3,theta_k-3_n-1,theta_k-3_n-2,theta_k-3_n-3
4.0,0.0,26,0.0,0.0,0.0,9360.0,9101.0,0.468313251153604,5.515441271896264,9.334358974358974,9.6,9.334358974358974,0.468313251153604,0.0,0.0,0.531686748846396,9.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5293762941580433,0.20690083672687415,0.9757441227723805,0.7625369438357087,0.970542240343806,0.5033893717283479,0.15256071483706857,0.44359148010326527,0.44893652037980186
4.0,0.0,27,0.0,0.0,0.0,9360.0,9101.0,0.4670708872353282,5.449358939813798,9.34394250513347,9.609856262833675,9.34394250513347,0.4670708872353282,0.0,0.0,0.5329291127646718,9.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.507905789347057,0.43116778984422044,0.789249225882381,0.2501018899586603,0.9803192233037042,0.23217634366244752,0.5033638983920751,0.6271022103017675,0.59426739916454
1.0,8.0,28,0.0,0.0,1.0,9360.0,9101.0,0.4931771085004527,5.453762409084641,9.353545734840699,9.61973278520041,9.353545734840699,0.4931771085004527,0.0,0.0,0.5068228914995473,9.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4443754194473573,0.24070824934762988,0.9290783233292437,0.8136683377660658,0.1194550781267613,0.7344555891966837,0.5113263516038489,0.19443762055591093,0.07808723528962253
1.0,12.0,29,0.0,1.0,1.0,9353.0,9088.0,0.49658341039516407,5.489714545718831,9.349794238683128,9.622427983539094,9.349794238683128,0.49658341039516407,0.0,0.0,0.5034165896048359,9.0,5.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,13.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5077992989074757,0.38358188058965614,0.7426976149330293,0.44867182073534806,0.3922886069909341,0.20446931544774954,0.04865779905063463,0.4590081184856355,0.19542693478835135
1.0,8.0,30,0.0,0.0,1.0,9340.0,9063.0,0.46882006740968185,5.46405855119471,9.333676622039135,9.618949536560248,9.333676622039135,0.46882006740968185,0.0,0.0,0.5311799325903181,9.0,6.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,13.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5009670203013946,0.3125400099219869,0.8961295567677116,0.42458652047844764,0.3944693683878272,0.5917244743198254,0.17059608985624272,0.5412025118468371,0.3828240533506697
1.0,8.0,31,0.0,0.0,1.0,9333.0,9050.0,0.4286628320846542,5.350894985906932,9.329896907216495,9.621649484536082,9.329896907216495,0.4286628320846542,0.0,0.0,0.5713371679153458,9.0,6.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,14.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4456160285223032,0.4261999013061542,0.9723211096399058,0.4507414566960359,0.4504643709066264,0.9136397142697965,0.9076049819032787,0.17303724463812786,0.2206367290359042
1.0,15.0,32,1.0,0.0,1.0,9326.0,9037.0,0.5214381903897928,5.460107500198574,9.326109391124872,9.62435500515996,9.326109391124872,0.5214381903897928,0.0,0.0,0.4785618096102072,9.0,6.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,15.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43277770920566094,0.1981824377074755,0.8932438977626455,0.2641782638611231,0.14422494439471048,0.7834502483826905,0.32444966454088064,0.6109977083848105,0.441744574577134
4.0,0.0,33,0.0,0.0,0.0,9312.0,9015.0,0.5299880156170407,5.438756038162683,9.313016528925619,9.619834710743802,9.313016528925619,0.5299880156170407,0.0,0.0,0.4700119843829593,10.0,6.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.41579734554200226,0.20679093009073696,0.872958413121664,0.48545984612877763,0.23551340651195257,0.003842941475179188,0.03220072520535489,0.5191910414464401,0.023061602883454567
4.0,0.0,34,0.0,0.0,0.0,9312.0,9015.0,0.6026173694917724,5.377366027823219,9.322647362978284,9.629782833505688,9.322647362978284,0.6026173694917724,0.0,0.0,0.39738263050822764,10.0,6.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.3117170056231496,0.16938981651213034,0.8178560855480188,0.8748067832292289,0.8168033233372269,0.5484745267089024,0.14109726610314496,0.5690093404469585,0.6656307863832638
4.0,0.0,35,0.0,0.0,0.0,9312.0,9015.0,0.5047907995381561,5.289900699338292,9.332298136645964,9.639751552795031,9.332298136645962,0.5047907995381561,0.0,0.0,0.4952092004618439,10.0,6.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.30355351262463753,0.2799332698585361,0.9535596939741859,0.9457235703455269,0.1943782600769735,0.3639274808385704,0.2665864745111506,0.44776633997496407,0.5386263291357047
4.0,0.0,36,0.0,0.0,0.0,9312.0,9015.0,0.4513754378558239,5.465752158751829,9.341968911917098,9.649740932642487,9.341968911917098,0.4513754378558239,0.0,0.0,0.5486245621441761,10.0,6.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5217279524369898,0.34445436645734967,0.912897459993905,0.6532185087771264,0.45101505851222146,0.7315150281428193,0.18694463080422571,0.5060875311065008,0.08255512786734487
1.0,8.0,37,0.0,0.0,1.0,9312.0,9015.0,0.4679900760159735,5.403752255584859,9.351659751037344,9.659751037344398,9.351659751037344,0.4679900760159735,0.0,0.0,0.5320099239840266,10.0,6.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44728248061089365,0.382452651791325,0.8744329647064539,0.22579129387886415,0.5913777186293279,0.9097333324401558,0.8523688324189007,0.02015647739884665,0.6729840607934692
1.0,15.0,38,1.0,0.0,1.0,9305.0,9002.0,0.4590140757971642,5.418163549537968,9.347871235721703,9.66251298026999,9.347871235721703,0.4590140757971642,0.0,0.0,0.5409859242028359,10.0,6.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,17.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47434231325669735,0.39773902467815697,0.8710122233285233,0.04481977732887271,0.12023313394186719,0.9757779370255274,0.2610116653574298,0.09430567182985873,0.2902291538721511
1.0,15.0,39,1.0,0.0,1.0,9291.0,8980.0,0.4394089269058046,5.468831520801322,9.334719334719335,9.658004158004157,9.334719334719335,0.4394089269058046,0.0,0.0,0.5605910730941954,11.0,6.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,18.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5566946279921309,0.41627513697901714,0.8644812112874969,0.2425670701865971,0.15148919811454242,0.1522943050946637,0.6086428670318641,0.22945623584556415,0.38590122624150003
1.0,15.0,40,1.0,0.0,1.0,9277.0,8958.0,0.467356664917575,5.502807329264695,9.321540062434963,9.653485952133195,9.321540062434963,0.467356664917575,0.0,0.0,0.532643335082425,12.0,6.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,19.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5395790226468444,0.2764516140595393,0.9055082883016039,0.004270131944846031,0.8588332009628344,0.7350652701725967,0.4451338530049963,0.44753606084089675,0.5937226259163885
4.0,0.0,41,0.0,0.0,0.0,9263.0,8936.0,0.5028614450932082,5.662332139025591,9.308333333333334,9.648958333333333,9.308333333333334,0.5028614450932082,0.0,0.0,0.4971385549067918,13.0,6.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,20.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.6225401186359882,0.10389057537996212,0.8970141391636928,0.050166545096261235,0.6884840104849865,0.10837948952200357,0.3241705069926322,0.3812293591714235,0.08569042144537578
1.0,7.0,42,1.0,0.0,0.0,9263.0,8936.0,0.5252297637355716,5.449785660195445,9.318039624608968,9.659019812304484,9.318039624608968,0.5252297637355716,0.0,0.0,0.4747702362644284,13.0,6.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,20.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4179440767238817,0.16676210071395683,0.9214031378917393,0.9633360639085269,0.9338837121425643,0.45415694998748407,0.32002807277364465,0.24621613138146092,0.0031904431359625024
1.0,19.0,43,1.0,1.0,1.0,9256.0,8927.0,0.5652592440371812,5.423275250385825,9.318371607515658,9.66179540709812,9.318371607515658,0.5652592440371812,0.0,0.0,0.4347407559628188,14.0,6.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,21.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.37180420464348823,0.1800543691946445,0.844479909100745,0.512697282794687,0.080388690017559,0.290444827905642,0.5803823032944865,0.23025152927673456,0.11421291600149758
4.0,0.0,44,0.0,0.0,0.0,9236.0,8893.0,0.4721347168639874,5.425460535471588,9.292580982236155,9.650992685475444,9.292580982236155,0.4721347168639874,0.0,0.0,0.5278652831360127,15.0,7.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,21.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47750474694565176,0.2928485602738454,0.9131021947899626,0.2090632969395836,0.06906506330855673,0.9459499602808576,0.3042236068854843,0.1116926139128917,0.4299024024177337
4.0,0.0,45,0.0,0.0,0.0,9236.0,8893.0,0.4645562773748064,5.408281153642065,9.302301255230125,9.661087866108787,9.302301255230125,0.4645562773748064,0.0,0.0,0.5354437226251936,15.0,7.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,21.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4700885681425495,0.33120007962507897,0.9091429744032338,0.4638933137226798,0.01279520977675558,0.22467216926560832,0.011269588777459606,0.11661541741946702,0.6837752183278831
1.0,8.0,46,0.0,0.0,1.0,9236.0,8893.0,0.48983965274217883,5.435673823828533,9.312041884816754,9.671204188481676,9.312041884816754,0.48983965274217883,0.0,0.0,0.5101603472578211,15.0,7.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,21.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4640708022991273,0.3012895264388733,0.8629443476942295,0.98531494968472,0.26208916645519603,0.9674250238037146,0.23265411086324858,0.0596599367826983,0.544063391551338
1.0,15.0,47,1.0,0.0,1.0,9229.0,8880.0,0.5333508439288808,5.558746015476642,9.30817610062893,9.674004192872117,9.30817610062893,0.5333508439288808,0.0,0.0,0.46664915607111923,15.0,7.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,22.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.506481692486638,0.1428836746126471,0.8599475278492913,0.9347081398962246,0.38453349785880886,0.26476771297092894,0.10441999503789706,0.5379403140808549,0.19970406599210885
1.0,8.0,48,0.0,0.0,1.0,9215.0,8858.0,0.47809052438740784,5.463484677387173,9.29485834207765,9.669464847848898,9.29485834207765,0.47809052438740784,0.0,0.0,0.5219094756125922,16.0,7.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,23.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5104497343243144,0.30393848599074386,0.8615630009439359,0.06581394618821902,0.822490494478224,0.7644183823515907,0.2427745643122994,0.544617454818599,0.45017880965949697
4.0,0.0,49,0.0,0.0,0.0,9208.0,8845.0,0.5478183902286546,5.314051477810134,9.290966386554622,9.672268907563025,9.290966386554622,0.5478183902286546,0.0,0.0,0.45218160977134536,16.0,7.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,24.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.3172574006761675,0.2496203692466517,0.8545521376847525,0.3241985403536612,0.9636030756904891,0.5865228611591715,0.7157019956411483,0.08708091083441848,0.17833325000187197
1.0,15.0,50,1.0,0.0,1.0,9208.0,8845.0,0.47251836317285917,5.515778232979821,9.300736067297581,9.682439537329127,9.300736067297581,0.47251836317285917,0.0,0.0,0.5274816368271409,16.0,7.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,24.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5510963978391368,0.24384383628702336,0.9074876085147087,0.424919399290728,0.45595026915134856,0.3921771874213011,0.38561476552203316,0.063698465249547,0.14588052971004584
4.0,0.0,51,0.0,0.0,0.0,9194.0,8823.0,0.545967690748533,5.528848477714491,9.287368421052632,9.677894736842106,9.287368421052632,0.545967690748533,0.0,0.0,0.454032309251467,17.0,7.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,25.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4710321566915602,0.10295548949029833,0.8873910458440281,0.12386754874191201,0.49992698119162754,0.05394424798270934,0.2593952373450316,0.011686911114894555,0.04973724477982076
4.0,0.0,52,0.0,0.0,0.0,9194.0,8823.0,0.46368722477785207,5.638673996675665,9.297154899894625,9.68809272918862,9.297154899894625,0.46368722477785207,0.0,0.0,0.5363127752221479,17.0,7.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,25.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.6753600954364741,0.1961401522122303,0.8937357542296442,0.3376227629934598,0.7941921551174539,0.3448884615698827,0.06200781364139316,0.3056111083062705,0.3337032905413698
