Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-3_n-1,alpha_k-3_n-2,beta_k-1_n-1,beta_k-1_n-2,beta_k-2_n-1,beta_k-2_n-2,beta_k-3_n-1,beta_k-3_n-2,theta_k-1_n-1,theta_k-1_n-2,theta_k-2_n-1,theta_k-2_n-2,theta_k-3_n-1,theta_k-3_n-2
4.0,0.0,445,0.0,0.0,5835.0,6813.0,0.7257658362380198,10.494604316546763,8.56378010589055,10.494604316546763,12.253597122302159,0.0,0.7257658362380198,0.0,0.2742341637619802,3.0,1.0,215.0,29.0,43.0,59.0,1.0,3.0,19.0,205.0,26.0,10.0,0.4904554360456893,0.12991598369380886,0.9273532177683275,0.1342815212787051,0.5933475219390941,0.7964269467567062
2.0,6.0,446,1.0,0.0,5835.0,6813.0,0.725802959361023,10.513513513513514,8.580363915208055,10.513513513513514,12.275675675675675,0.0,0.725802959361023,0.0,0.274197040638977,3.0,1.0,215.0,29.0,43.0,59.0,1.0,3.0,19.0,205.0,26.0,10.0,0.8196473085429191,0.20731860139072883,0.9292585933874529,0.1341576977116147,0.6987083593005794,0.8912456178187469
2.0,6.0,447,1.0,0.0,5821.0,6801.0,0.7336017737449454,10.507220216606498,8.66869519960261,10.507220216606498,12.276173285198556,0.0,0.7336017737449454,0.0,0.2663982262550546,3.0,1.0,216.0,29.0,43.0,59.0,1.0,3.0,19.0,206.0,26.0,10.0,0.6228280825258344,0.12270687082549477,0.9414342566268966,0.10388227698755345,0.5899784103164056,0.783370165512702
2.0,6.0,448,1.0,0.0,5807.0,6789.0,0.7641715045251537,10.500904159132007,8.635866947022798,10.500904159132007,12.276672694394213,0.0,0.7641715045251537,0.0,0.2358284954748463,3.0,1.0,217.0,29.0,43.0,59.0,1.0,3.0,19.0,207.0,26.0,10.0,0.9776372672841788,0.3945467230413377,0.8968180945613159,0.1078273537569756,0.5841719060067279,0.8497514968629705
2.0,6.0,449,1.0,0.0,5793.0,6777.0,0.7072740512030121,10.494565217391305,8.480856531682191,10.494565217391305,12.277173913043478,0.0,0.7072740512030121,0.0,0.2927259487969879,3.0,1.0,218.0,29.0,43.0,59.0,1.0,3.0,19.0,208.0,26.0,10.0,0.7543110791511887,0.07431175220437203,0.9308021248377684,0.16425606291242206,0.6142203940764289,0.9155963558828804
4.0,0.0,450,0.0,0.0,5779.0,6765.0,0.7410022019094472,10.48820326678766,8.661260533224658,10.488203266787659,12.277676950998185,0.0,0.7410022019094472,0.0,0.2589977980905528,3.0,1.0,219.0,29.0,43.0,59.0,1.0,3.0,19.0,209.0,26.0,10.0,0.7516199237030967,0.14448654075446635,0.9323216719446976,0.10014318194508667,0.6603623264539996,0.8138296111373979
2.0,6.0,451,1.0,0.0,5779.0,6765.0,0.7580351218504342,10.507272727272726,8.646684069641756,10.507272727272728,12.3,0.0,0.7580351218504342,0.0,0.2419648781495658,3.0,1.0,219.0,29.0,43.0,59.0,1.0,3.0,19.0,209.0,26.0,10.0,0.9111236730458202,0.31414775048537036,0.9059321732234575,0.1071040626293789,0.6458753348794212,0.7717426434371668
2.0,6.0,452,1.0,0.0,5765.0,6753.0,0.7185894462469921,10.500910746812385,8.5645636485703,10.500910746812385,12.300546448087431,0.0,0.7185894462469921,0.0,0.28141055375300794,3.0,1.0,220.0,29.0,43.0,59.0,1.0,3.0,19.0,210.0,26.0,10.0,0.9606125202762892,0.07922365117286916,0.9361001885647402,0.13707494802580786,0.5948315618056399,0.9060877118123295
2.0,6.0,453,1.0,0.0,5751.0,6741.0,0.7252104490156763,10.494525547445257,8.556268051916009,10.494525547445255,12.30109489051095,0.0,0.7252104490156763,0.0,0.27478955098432367,3.0,1.0,221.0,29.0,43.0,59.0,1.0,3.0,19.0,211.0,26.0,10.0,0.658654776573336,0.27239971917008415,0.9262343821308453,0.13670233976424098,0.5460130000611509,0.8346361315578572
2.0,6.0,454,1.0,0.0,5737.0,6729.0,0.7307531822381752,10.488117001828154,8.524999361419036,10.488117001828154,12.30164533820841,0.0,0.7307531822381752,0.0,0.2692468177618248,3.0,1.0,222.0,29.0,43.0,59.0,1.0,3.0,19.0,212.0,26.0,10.0,0.6200328798095471,0.006036543108081267,0.9123244560047337,0.14363026550267813,0.6192302345437007,0.8837060691807641
4.0,0.0,455,0.0,0.0,5723.0,6717.0,0.7485548853630783,10.481684981684982,8.606987193735204,10.481684981684982,12.302197802197803,0.0,0.7485548853630783,0.0,0.25144511463692165,3.0,1.0,223.0,29.0,43.0,59.0,1.0,3.0,19.0,213.0,26.0,10.0,0.46272678918929344,0.2836432683891175,0.9107534429416279,0.11381928918310083,0.6344219853017663,0.8290264297633493
3.0,7.0,456,0.0,1.0,5723.0,6717.0,0.5723291616084341,10.500917431192661,6.690237437604299,10.500917431192661,12.324770642201836,0.0,0.0,0.5723291616084341,0.42767083839156594,3.0,1.0,223.0,29.0,43.0,59.0,1.0,3.0,19.0,213.0,26.0,10.0,0.6719021878025982,0.12747136060935976,0.8895394931845783,0.13960931289420223,0.5942898820789924,0.9116027814208512
4.0,0.0,457,0.0,0.0,5712.0,6712.0,0.7920207649923597,10.499999999999998,8.645386046863393,10.5,12.338235294117647,0.0,0.7920207649923597,0.0,0.20797923500764026,3.0,1.0,223.0,29.0,43.0,60.0,1.0,3.0,19.0,213.0,27.0,10.0,0.2978977812841373,0.13667119344820228,0.8675083426939277,0.10110103420201835,0.6712750408220849,0.8665618959881516
3.0,9.0,458,1.0,1.0,5712.0,6712.0,0.5981390545979817,10.519337016574585,6.684956055116509,10.519337016574585,12.360957642725598,0.0,0.0,0.5981390545979817,0.40186094540201833,3.0,1.0,223.0,29.0,43.0,60.0,1.0,3.0,19.0,213.0,27.0,10.0,0.5587383723721925,0.005827002008317957,0.9516801541479919,0.12012134122347336,0.5645960708617442,0.8802209165980941
4.0,0.0,459,0.0,0.0,5687.0,6695.0,0.7417818178239158,10.492619926199263,8.560680525034856,10.492619926199263,12.35239852398524,0.0,0.7417818178239158,0.0,0.25821818217608417,3.0,1.0,223.0,29.0,44.0,61.0,1.0,3.0,19.0,213.0,27.0,10.0,0.5662890186140616,0.2192244979162742,0.9068049030898091,0.1318079899455614,0.5964634851025248,0.8560301383011127
2.0,6.0,460,1.0,0.0,5687.0,6695.0,0.757392052765467,10.512014787430683,8.659021057038872,10.512014787430683,12.375231053604436,0.0,0.757392052765467,0.0,0.24260794723453305,3.0,1.0,223.0,29.0,44.0,61.0,1.0,3.0,19.0,213.0,27.0,10.0,0.8354577388436781,0.3030104875221915,0.9090863825966838,0.10472870374552581,0.5526903450877978,0.8475760558218552
4.0,0.0,461,0.0,0.0,5673.0,6683.0,0.5942020846361462,10.505555555555558,6.666641960858459,10.505555555555556,12.375925925925927,0.0,0.0,0.5942020846361462,0.40579791536385384,3.0,1.0,224.0,29.0,44.0,61.0,1.0,3.0,19.0,214.0,27.0,10.0,0.7556185239099037,0.3097606807260193,0.9381098268247997,0.10867904923850301,0.5647390039357375,0.8885235875627905
2.0,6.0,462,1.0,0.0,5673.0,6683.0,0.7649348883824114,10.52504638218924,8.65703993407432,10.52504638218924,12.398886827458256,0.0,0.7649348883824114,0.0,0.23506511161758858,3.0,1.0,224.0,29.0,44.0,61.0,1.0,3.0,19.0,214.0,27.0,10.0,0.9675186977718062,0.4077427298355066,0.8982887135527258,0.10757815293398246,0.5559404695020274,0.8569328534765446
4.0,0.0,463,0.0,0.0,5659.0,6671.0,0.6028101598170562,10.518587360594795,6.674461834772445,10.518587360594795,12.399628252788103,0.0,0.0,0.6028101598170562,0.3971898401829438,3.0,1.0,225.0,29.0,44.0,61.0,1.0,3.0,19.0,215.0,27.0,10.0,0.9220998755395864,0.7565757614821819,0.919730048808179,0.12017137944433892,0.5572327090196096,0.877090517194306
4.0,0.0,464,0.0,0.0,5659.0,6671.0,0.6163274522118277,10.538175046554935,6.577685428598539,10.538175046554935,12.422718808193668,0.0,0.0,0.6163274522118277,0.3836725477881723,3.0,1.0,225.0,29.0,44.0,61.0,1.0,3.0,19.0,215.0,27.0,10.0,0.8291917998402213,0.3746514881482669,0.9277144749416056,0.13909901421829612,0.5145898947072285,0.899461762991397
2.0,9.0,465,1.0,1.0,5659.0,6671.0,0.745387122388895,10.557835820895523,8.734223798828443,10.557835820895523,12.44589552238806,0.0,0.745387122388895,0.0,0.25461287761110496,3.0,1.0,225.0,29.0,44.0,61.0,1.0,3.0,19.0,215.0,27.0,10.0,0.9902086738387648,0.4968599295875192,0.9366702989375167,0.09553158167294024,0.647330712970352,0.8794193722460606
2.0,6.0,466,1.0,0.0,5634.0,6654.0,0.7204710926152673,10.530841121495326,8.535200603844626,10.530841121495326,12.437383177570094,0.0,0.7204710926152673,0.0,0.2795289073847327,3.0,1.0,226.0,30.0,44.0,61.0,1.0,3.0,19.0,215.0,27.0,10.0,0.46112135042355895,0.17956523241889025,0.923074375369094,0.15396030849300832,0.6454983464070447,0.8503696085431085
2.0,9.0,467,1.0,1.0,5620.0,6642.0,0.7558475818239131,10.52434456928839,8.627333815657439,10.52434456928839,12.438202247191011,0.0,0.7558475818239131,0.0,0.2441524181760869,3.0,1.0,227.0,30.0,44.0,61.0,1.0,3.0,19.0,216.0,27.0,10.0,0.9517019740893587,0.2768046257053365,0.9021905350830342,0.11756640224794572,0.5895407392365607,0.9109179095979943
2.0,6.0,468,1.0,0.0,5595.0,6625.0,0.7406448577476319,10.49718574108818,8.667373617492464,10.49718574108818,12.429643527204503,0.0,0.7406448577476319,0.0,0.2593551422523681,3.0,1.0,228.0,31.0,44.0,61.0,1.0,3.0,19.0,216.0,27.0,10.0,0.928299184906583,0.20788878986221787,0.9332578103344642,0.10067509021849505,0.601235784493516,0.8477422903573331
2.0,6.0,469,1.0,0.0,5581.0,6613.0,0.7216823536086925,10.490601503759398,8.566565533037734,10.490601503759398,12.430451127819548,0.0,0.7216823536086925,0.0,0.2783176463913075,3.0,1.0,229.0,31.0,44.0,61.0,1.0,3.0,19.0,217.0,27.0,10.0,0.8874944096301522,0.01387757405644387,0.9337325159501972,0.13309627805456603,0.5889060158457724,0.8801803130686732
3.0,9.0,470,1.0,1.0,5567.0,6601.0,0.5883605386695433,10.483992467043315,6.663477353932652,10.483992467043315,12.431261770244822,0.0,0.0,0.5883605386695433,0.4116394613304567,3.0,1.0,230.0,31.0,44.0,61.0,1.0,3.0,19.0,218.0,27.0,10.0,0.860755838977049,0.002986008332326026,0.9203708171929714,0.1374886351098084,0.5723473406413891,0.8914664073538172
2.0,6.0,471,1.0,0.0,5542.0,6584.0,0.7091774430524401,10.456603773584906,8.441973420261299,10.456603773584906,12.422641509433962,0.0,0.7091774430524401,0.0,0.2908225569475599,3.0,1.0,230.0,31.0,45.0,62.0,1.0,3.0,19.0,218.0,27.0,10.0,0.6310507983132037,0.18704813298094083,0.9228931155811563,0.1658354103051421,0.6836437909203515,0.8340884987794626
2.0,6.0,472,1.0,0.0,5528.0,6572.0,0.7044796519271956,10.449905482041588,8.420017413512774,10.449905482041588,12.4234404536862,0.0,0.7044796519271956,0.0,0.29552034807280436,3.0,1.0,231.0,31.0,45.0,62.0,1.0,3.0,19.0,219.0,27.0,10.0,0.424682603004361,0.4989760913943988,0.924284672221532,0.17213853709893415,0.6459337643424308,0.8273963182640112
2.0,6.0,473,1.0,0.0,5514.0,6560.0,0.7231191467870841,10.443181818181818,8.493272855204307,10.443181818181818,12.424242424242424,0.0,0.7231191467870841,0.0,0.2768808532129159,3.0,1.0,232.0,31.0,45.0,62.0,1.0,3.0,19.0,220.0,27.0,10.0,0.9331912986805182,0.5562988595628107,0.9191831128815976,0.1430264867319653,0.5952205072446238,0.8844512932010603
4.0,0.0,474,0.0,0.0,5500.0,6548.0,0.742337829317808,10.436432637571157,8.55886634462171,10.436432637571157,12.425047438330171,0.0,0.742337829317808,0.0,0.257662170682192,3.0,1.0,233.0,31.0,45.0,62.0,1.0,3.0,19.0,221.0,27.0,10.0,0.8963524472023624,0.15920888725297108,0.9117961188681933,0.1176114990908327,0.6182349846126896,0.8434520478459769
3.0,9.0,475,1.0,1.0,5500.0,6548.0,0.6748183087209281,10.456273764258555,6.4379146907535985,10.456273764258555,12.448669201520913,0.0,0.0,0.6748183087209281,0.3251816912790719,3.0,1.0,233.0,31.0,45.0,62.0,1.0,3.0,19.0,221.0,27.0,10.0,0.8108403629637814,0.40090797351070323,0.8967434427845805,0.12390423121848855,0.44302708278976366,0.8447788725374699
2.0,9.0,476,1.0,1.0,5475.0,6531.0,0.6950896373739018,10.428571428571429,8.48851218887919,10.428571428571429,12.44,0.0,0.6950896373739018,0.0,0.30491036262609816,3.0,1.0,233.0,31.0,46.0,63.0,1.0,3.0,19.0,221.0,27.0,10.0,0.8690406168337993,0.19807183343177986,0.9567291690883801,0.14627230419365714,0.6241532530271113,0.8521635627943837
2.0,6.0,477,1.0,0.0,5450.0,6514.0,0.7199234745227729,10.400763358778626,8.477372635341203,10.400763358778626,12.431297709923664,0.0,0.7199234745227729,0.0,0.28007652547722706,3.0,1.0,234.0,32.0,46.0,63.0,1.0,3.0,19.0,221.0,27.0,10.0,0.7330576042299081,0.29952128549747503,0.9240964750029752,0.13724450219602086,0.6051645075950468,0.8327293246444804
2.0,6.0,478,1.0,0.0,5436.0,6502.0,0.7339658640340231,10.393881453154876,8.495116381671288,10.393881453154876,12.432122370936902,0.0,0.7339658640340231,0.0,0.2660341359659769,3.0,1.0,235.0,32.0,46.0,63.0,1.0,3.0,19.0,222.0,27.0,10.0,0.999796385651446,0.3503821517712782,0.9114617644706916,0.12734502969341047,0.5889907903145607,0.8303270601664303
2.0,6.0,479,1.0,0.0,5422.0,6490.0,0.7561144183549586,10.386973180076629,8.6411455797077,10.386973180076629,12.432950191570882,0.0,0.7561144183549586,0.0,0.24388558164504137,3.0,1.0,236.0,32.0,46.0,63.0,1.0,3.0,19.0,223.0,27.0,10.0,0.9936958412043482,0.1362130685376679,0.9197646936909687,0.07823615468894941,0.6317560927694597,0.8743733601253014
4.0,0.0,480,0.0,0.0,5408.0,6478.0,0.5635095027019276,10.380038387715931,6.566365553658176,10.380038387715931,12.433781190019193,0.0,0.0,0.5635095027019276,0.43649049729807243,3.0,1.0,237.0,32.0,46.0,63.0,1.0,3.0,19.0,224.0,27.0,10.0,0.980483233107982,0.0009742980820595655,0.927617437569394,0.1109991744042749,0.5818898680782574,0.9339895418918359
2.0,6.0,481,1.0,0.0,5408.0,6478.0,0.7309047574137391,10.4,8.513160080960173,10.4,12.457692307692307,0.0,0.7309047574137391,0.0,0.26909524258626094,3.0,1.0,237.0,32.0,46.0,63.0,1.0,3.0,19.0,224.0,27.0,10.0,0.9790650691662097,0.3318943716468825,0.9189838826059756,0.123924157003327,0.6370342311827242,0.8739714060047661
2.0,9.0,482,1.0,1.0,5394.0,6466.0,0.7116985988639412,10.393063583815028,8.516176392753728,10.393063583815028,12.458574181117534,0.0,0.7116985988639412,0.0,0.28830140113605884,3.0,1.0,238.0,32.0,46.0,63.0,1.0,3.0,19.0,225.0,27.0,10.0,0.9458820588253806,0.25551627152630085,0.9453218446005323,0.12442503220559854,0.5673953495529548,0.8626813999995663
2.0,6.0,483,1.0,0.0,5369.0,6449.0,0.735731900483046,10.364864864864865,8.544157022673673,10.364864864864865,12.44980694980695,0.0,0.735731900483046,0.0,0.26426809951695396,3.0,1.0,239.0,33.0,46.0,63.0,1.0,3.0,19.0,225.0,27.0,10.0,0.737106910560922,0.05115835125765132,0.9242804714291973,0.10435472174959479,0.5780008876254658,0.8866318199913767
2.0,6.0,484,1.0,0.0,5355.0,6437.0,0.7141800771702642,10.357833655705996,8.434875298414129,10.357833655705996,12.450676982591876,0.0,0.7141800771702642,0.0,0.2858199228297358,3.0,1.0,240.0,33.0,46.0,63.0,1.0,3.0,19.0,226.0,27.0,10.0,0.3411687756305844,0.44024789727835584,0.9258182760105588,0.14015055886597444,0.6541829413400342,0.9536275953943633
3.0,9.0,485,1.0,1.0,5341.0,6425.0,0.5760785155583966,10.35077519379845,6.543594453205438,10.35077519379845,12.4515503875969,0.0,0.0,0.5760785155583966,0.4239214844416034,3.0,1.0,241.0,33.0,46.0,63.0,1.0,3.0,19.0,227.0,27.0,10.0,0.832806033185282,0.4704367578864701,0.9243122869956504,0.12705401232197372,0.5662776208793598,0.9127054481091749
4.0,0.0,486,0.0,0.0,5316.0,6408.0,0.7512611562458751,10.322330097087377,8.548150200730744,10.322330097087379,12.442718446601942,0.0,0.7512611562458751,0.0,0.24873884375412492,3.0,1.0,241.0,33.0,47.0,64.0,1.0,3.0,19.0,227.0,27.0,10.0,0.690516352314965,0.09254219610591642,0.910683738162762,0.09003909776013569,0.5885440247401305,0.8357343357254171
2.0,6.0,487,1.0,0.0,5316.0,6408.0,0.7178918643064083,10.342412451361868,8.405110254848639,10.342412451361868,12.46692607003891,0.0,0.7178918643064083,0.0,0.2821081356935917,3.0,1.0,241.0,33.0,47.0,64.0,1.0,3.0,19.0,227.0,27.0,10.0,0.3791767518481809,0.04684042390310609,0.9154076695482112,0.1446305937571848,0.6651159044592195,0.9104227927484849
2.0,9.0,488,1.0,1.0,5302.0,6396.0,0.7056354152323272,10.335282651072124,8.443519718719747,10.335282651072125,12.467836257309942,0.0,0.7056354152323272,0.0,0.2943645847676728,3.0,1.0,242.0,33.0,47.0,64.0,1.0,3.0,19.0,228.0,27.0,10.0,0.9015684918137608,0.030019047385048916,0.9417799480310886,0.13289590980311278,0.6144189082275013,0.8953109294331669
2.0,6.0,489,1.0,0.0,5277.0,6379.0,0.7198291349569397,10.306640625,8.45589103946195,10.306640625,12.458984375,0.0,0.7198291349569397,0.0,0.2801708650430603,3.0,1.0,243.0,34.0,47.0,64.0,1.0,3.0,19.0,228.0,27.0,10.0,0.6667992511528881,0.1710874888312499,0.9294678483433049,0.11869333201371873,0.6697507727604399,0.7724078984368292
2.0,6.0,490,1.0,0.0,5263.0,6367.0,0.7510330518627275,10.299412915851272,8.367158187809313,10.299412915851272,12.459882583170254,0.0,0.7510330518627275,0.0,0.2489669481372725,3.0,1.0,244.0,34.0,47.0,64.0,1.0,3.0,19.0,229.0,27.0,10.0,0.3941313179357425,0.10087522820029432,0.8706647331942143,0.13857773259844508,0.7202895472675005,0.8876676023414742
2.0,6.0,491,1.0,0.0,5249.0,6355.0,0.7283276625929928,10.292156862745099,8.430326024598607,10.292156862745099,12.46078431372549,0.0,0.7283276625929928,0.0,0.27167233740700725,3.0,1.0,245.0,34.0,47.0,64.0,1.0,3.0,19.0,230.0,27.0,10.0,0.7383633087951019,0.3684316376066299,0.9139984492321751,0.12138541417201355,0.6714530337312639,0.830612860126389
2.0,6.0,492,1.0,0.0,5235.0,6343.0,0.7449929336100575,10.284872298624757,8.405975223049033,10.284872298624755,12.461689587426326,0.0,0.7449929336100575,0.0,0.2550070663899425,3.0,1.0,246.0,34.0,47.0,64.0,1.0,3.0,19.0,231.0,27.0,10.0,0.35693825022138653,0.5290105845633868,0.8885420057380761,0.12415823460795927,0.6567996156868849,0.9234174232713186
4.0,0.0,493,0.0,0.0,5221.0,6331.0,0.6929249766338043,10.277559055118111,8.371235275555112,10.277559055118111,12.46259842519685,0.0,0.6929249766338043,0.0,0.30707502336619574,3.0,1.0,247.0,34.0,47.0,64.0,1.0,3.0,19.0,232.0,27.0,10.0,0.9453002221825993,0.48179639091312143,0.9472652541836502,0.1427658816697171,0.600433860178634,0.9020699701353699
2.0,6.0,494,1.0,0.0,5221.0,6331.0,0.7592845109563642,10.29783037475345,8.539416503610877,10.297830374753453,12.487179487179487,0.0,0.7592845109563642,0.0,0.24071548904363582,3.0,1.0,247.0,34.0,47.0,64.0,1.0,3.0,19.0,232.0,27.0,10.0,0.685873304969979,0.03498835317179099,0.9016219419450787,0.08543980440606146,0.6737859190873072,0.8902844337532837
4.0,0.0,495,0.0,0.0,5207.0,6319.0,0.733453414108515,10.290513833992096,8.484298491208744,10.290513833992096,12.488142292490119,0.0,0.733453414108515,0.0,0.26654658589148505,3.0,1.0,248.0,34.0,47.0,64.0,1.0,3.0,19.0,233.0,27.0,10.0,0.8822017290306143,0.3975856007727292,0.9208473280987131,0.10348717012097387,0.6725004974916795,0.8869059243653237
2.0,6.0,496,1.0,0.0,5207.0,6319.0,0.7171707975784928,10.31089108910891,8.479224089687426,10.31089108910891,12.512871287128712,0.0,0.7171707975784928,0.0,0.2828292024215072,3.0,1.0,248.0,34.0,47.0,64.0,1.0,3.0,19.0,233.0,27.0,10.0,0.9667812476652075,0.13293708296130236,0.9382074602994527,0.11293381712980215,0.6889657690025648,0.8101144837750188
3.0,2.0,497,1.0,0.0,5193.0,6307.0,0.5868275779005814,10.303571428571429,6.548734966986648,10.303571428571429,12.51388888888889,0.0,0.0,0.5868275779005814,0.4131724220994186,3.0,1.0,249.0,34.0,47.0,64.0,1.0,3.0,19.0,234.0,27.0,10.0,0.6001235563329205,0.0637892808085409,0.9004879623334606,0.12783823913923234,0.5639461497582073,0.8784403550562873
4.0,0.0,498,0.0,0.0,5179.0,6295.0,0.7195970260587737,10.296222664015904,8.517643811605396,10.296222664015904,12.514910536779324,0.0,0.7195970260587737,0.0,0.28040297394122626,3.0,1.0,249.0,34.0,48.0,64.0,1.0,3.0,19.0,234.0,27.0,11.0,0.9464356240376888,0.41862177050346144,0.9461605700475902,0.09655176729793274,0.5975115597367404,0.8081884981508165
3.0,9.0,499,1.0,1.0,5179.0,6295.0,0.6124751041512904,10.316733067729086,6.559594653197286,10.316733067729084,12.5398406374502,0.0,0.0,0.6124751041512904,0.38752489584870964,3.0,1.0,249.0,34.0,48.0,64.0,1.0,3.0,19.0,234.0,27.0,11.0,0.9500066847831266,0.5206810304896355,0.949119886459005,0.1576137706965467,0.5417435694750051,0.8418109556043439
2.0,6.0,500,1.0,0.0,5154.0,6278.0,0.7055106443790032,10.2874251497006,8.441820928392715,10.2874251497006,12.530938123752495,0.0,0.7055106443790032,0.0,0.29448935562099676,3.0,1.0,249.0,34.0,49.0,65.0,1.0,3.0,19.0,234.0,27.0,11.0,0.9246891933490323,0.263031751570662,0.9469897692439558,0.12033399749222143,0.6972233029385856,0.8820995881038205
4.0,0.0,501,0.0,0.0,5140.0,6266.0,0.7072490428173278,10.28,8.402847054784463,10.28,12.532,0.0,0.7072490428173278,0.0,0.2927509571826722,3.0,1.0,250.0,34.0,49.0,65.0,1.0,3.0,19.0,235.0,27.0,11.0,0.8299207897646174,0.4978488220985684,0.9357318358006282,0.13044958265408865,0.5541001372965275,0.8073964648348635
2.0,6.0,502,1.0,0.0,5140.0,6266.0,0.701516057375189,10.30060120240481,8.447979535483729,10.30060120240481,12.557114228456914,0.0,0.701516057375189,0.0,0.29848394262481104,3.0,1.0,250.0,34.0,49.0,65.0,1.0,3.0,19.0,235.0,27.0,11.0,0.6442602125565734,0.35418662411823704,0.9524250036711271,0.12267212666311804,0.704539180918561,0.879663160325199
2.0,0.0,503,0.0,0.0,5126.0,6254.0,0.7020067847413352,10.293172690763052,8.377204740195138,10.293172690763052,12.558232931726907,0.0,0.7020067847413352,0.0,0.29799321525866485,3.0,1.0,251.0,34.0,49.0,65.0,1.0,3.0,19.0,236.0,27.0,11.0,0.838101180453683,0.08265528136889287,0.9347255650289087,0.1433035944582253,0.6543780254806337,0.8722575042403834
4.0,0.0,504,0.0,0.0,5126.0,6254.0,0.707492919670697,10.313883299798793,8.423817064584703,10.313883299798793,12.583501006036217,0.0,0.707492919670697,0.0,0.29250708032930295,3.0,1.0,251.0,34.0,49.0,65.0,1.0,3.0,20.0,237.0,27.0,11.0,0.5112167767896308,0.06590994689980145,0.9368057095816393,0.1329811710824022,0.7112901031592908,0.8423196771885728
4.0,0.0,505,0.0,0.0,5126.0,6254.0,0.6872186321851348,10.334677419354836,8.281433060638022,10.334677419354838,12.608870967741936,0.0,0.6872186321851348,0.0,0.3127813678148652,3.0,1.0,251.0,34.0,49.0,65.0,1.0,3.0,20.0,237.0,27.0,11.0,0.6882268434853815,0.23063544934756633,0.9252438068642738,0.1895454021305308,0.6887107588638655,0.9330199948082293
2.0,6.0,506,1.0,0.0,5126.0,6254.0,0.7367361606039414,10.355555555555556,8.460702655711316,10.355555555555556,12.634343434343434,0.0,0.7367361606039414,0.0,0.2632638393960586,3.0,1.0,251.0,34.0,49.0,65.0,1.0,3.0,20.0,237.0,27.0,11.0,0.540879161159593,0.05521430322825026,0.9039422716591747,0.12734522268306914,0.654483246389015,0.9063618708591439
2.0,6.0,507,1.0,0.0,5112.0,6242.0,0.7297180396703012,10.348178137651821,8.456828140726676,10.348178137651821,12.635627530364372,0.0,0.7297180396703012,0.0,0.27028196032969876,3.0,1.0,252.0,34.0,49.0,65.0,1.0,3.0,20.0,238.0,27.0,11.0,0.5664255702741993,0.23895009093733202,0.9125093002202657,0.12781215278316738,0.6276192365855991,0.8805936948289623
2.0,6.0,508,1.0,0.0,5098.0,6230.0,0.701453897942722,10.34077079107505,8.407489133979304,10.34077079107505,12.636916835699797,0.0,0.701453897942722,0.0,0.29854610205727805,3.0,1.0,253.0,34.0,49.0,65.0,1.0,3.0,20.0,239.0,27.0,11.0,0.3119739232032376,0.2630229191903257,0.9376498891524768,0.1468011225457767,0.6158692195172499,0.820631650854581
2.0,6.0,509,1.0,0.0,5084.0,6218.0,0.7135901209720839,10.333333333333334,8.442234932142696,10.333333333333334,12.638211382113822,0.0,0.7135901209720839,0.0,0.28640987902791615,3.0,1.0,254.0,34.0,49.0,65.0,1.0,3.0,20.0,240.0,27.0,11.0,0.9492755572220674,0.09585980234094679,0.9311823723386956,0.1312922972682579,0.7052749179595857,0.8963510426434618
4.0,0.0,510,0.0,0.0,5070.0,6206.0,0.7338547924474675,10.325865580448065,8.553167932912306,10.325865580448065,12.639511201629327,0.0,0.7338547924474675,0.0,0.26614520755253246,3.0,1.0,255.0,34.0,49.0,65.0,1.0,3.0,20.0,241.0,27.0,11.0,0.9659602459048284,0.23610192948836745,0.9331089042878127,0.09156324682369792,0.6661168199269926,0.8514579094576163
2.0,6.0,511,1.0,0.0,5070.0,6206.0,0.7312558163512876,10.346938775510203,8.368989328611663,10.346938775510203,12.66530612244898,0.0,0.7312558163512876,0.0,0.26874418364871244,3.0,1.0,255.0,34.0,49.0,65.0,1.0,3.0,20.0,241.0,27.0,11.0,0.7068952268533035,0.094408131740987,0.8894153405403801,0.15433932282707666,0.615736482870805,0.8721827770047161
2.0,6.0,512,1.0,0.0,5056.0,6194.0,0.733854822486529,10.339468302658487,8.471746366044217,10.339468302658487,12.666666666666666,0.0,0.733854822486529,0.0,0.266145177513471,3.0,1.0,256.0,34.0,49.0,65.0,1.0,3.0,20.0,242.0,27.0,11.0,0.9533973376078392,0.43162436396371734,0.9119292606528605,0.12020419411829757,0.6396216505244952,0.8774832471859323
2.0,6.0,513,1.0,0.0,5042.0,6182.0,0.6895123734590564,10.331967213114755,8.403776333352681,10.331967213114755,12.668032786885245,0.0,0.6895123734590564,0.0,0.31048762654094364,3.0,1.0,257.0,34.0,49.0,65.0,1.0,3.0,20.0,243.0,27.0,11.0,0.8152495699584632,0.5144958807969189,0.9539631749093543,0.14808824262283327,0.7000477607928567,0.8820564242745056
2.0,6.0,514,1.0,0.0,5028.0,6170.0,0.704289036033484,10.324435318275153,8.370138972508732,10.324435318275153,12.669404517453799,0.0,0.704289036033484,0.0,0.29571096396651597,3.0,1.0,258.0,34.0,49.0,65.0,1.0,3.0,20.0,244.0,27.0,11.0,0.7406197810008712,0.5715525962431266,0.9263368752882578,0.15369602124959333,0.7079879289661855,0.8805333626441971
