Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-3_n-1,alpha_k-3_n-2,beta_k-1_n-1,beta_k-1_n-2,beta_k-2_n-1,beta_k-2_n-2,beta_k-3_n-1,beta_k-3_n-2,theta_k-1_n-1,theta_k-1_n-2,theta_k-2_n-1,theta_k-2_n-2,theta_k-3_n-1,theta_k-3_n-2
2.0,6.0,250,1.0,0.0,7786.0,8224.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,119.0,19.0,27.0,37.0,1.0,3.0,10.0,110.0,15.0,5.0,0.8952538346661687,0.22852450252331108,0.9367865789988363,0.15016509774170167,0.5505837697653836,0.8086190744735647
2.0,6.0,251,1.0,0.0,7772.0,8212.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.9965342372801306,0.2443824866781162,0.9414447392645641,0.17056620886710583,0.6544846341967535,0.9024584128484107
2.0,6.0,252,1.0,0.0,7758.0,8200.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.8318878273240452,0.4333608402405647,0.9419099911666622,0.16371291990600986,0.5670325659124015,0.9007445208730074
2.0,6.0,253,1.0,0.0,7744.0,8188.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.9898947691689178,0.10739189303841418,0.9404877281811809,0.2124348544596951,0.6606800281824723,0.921344740836694
2.0,6.0,254,1.0,0.0,7730.0,8176.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.7198109816101276,0.23775516946935016,0.8849111411492305,0.13842269730776954,0.6412749799019634,0.9508289118620088
2.0,6.0,255,1.0,0.0,7716.0,8164.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.7801303617741442,0.17057018841428156,0.9553133460478077,0.13461698155113816,0.6640501933738062,0.9249546283100617
2.0,6.0,256,1.0,0.0,7702.0,8152.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.8230341163132759,0.21260932298426147,0.9333240151742062,0.16628685101970572,0.7483514729958408,0.8979699021227858
4.0,0.0,257,0.0,0.0,7688.0,8140.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.8530037553968236,0.029088897068032034,0.9088995303595852,0.1318038120430492,0.6675486831359403,0.8878830422919817
4.0,0.0,258,0.0,0.0,7688.0,8140.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,120.0,19.0,27.0,37.0,1.0,3.0,10.0,111.0,15.0,5.0,0.9411202509596522,0.2071937826315646,0.9135501456884815,0.17421391870471167,0.6638155217203411,0.7930039652322364
4.0,0.0,259,0.0,0.0,7688.0,8140.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,121.0,19.0,27.0,37.0,1.0,3.0,10.0,112.0,15.0,5.0,0.903963488371271,0.6318617984093984,0.8938017616029593,0.18350254183291367,0.6643829739235243,0.93112699943001
4.0,0.0,260,0.0,0.0,7688.0,8140.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,121.0,19.0,27.0,37.0,1.0,3.0,11.0,113.0,15.0,5.0,0.4639227860842924,0.013618543357810257,0.9398289634287034,0.20540736035425503,0.5582139245729625,0.8395503800242347
2.0,6.0,261,1.0,0.0,7688.0,8140.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,121.0,19.0,27.0,37.0,1.0,3.0,11.0,113.0,15.0,5.0,0.9431810458725517,0.06920785790113654,0.901018420790613,0.12985257650915563,0.6790844053773957,0.858415090884482
2.0,6.0,262,1.0,0.0,7674.0,8128.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,122.0,19.0,27.0,37.0,1.0,3.0,11.0,114.0,15.0,5.0,0.8354822199201777,0.27809471630027566,0.8717488347201565,0.138544390906352,0.7122598147531314,0.7918602673121855
2.0,6.0,263,1.0,0.0,7660.0,8116.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,123.0,19.0,27.0,37.0,1.0,3.0,11.0,115.0,15.0,5.0,0.8649688250295666,0.334015849103889,0.8712702011354768,0.1593595033689432,0.520568260311902,0.8444129783675275
2.0,6.0,264,1.0,0.0,7646.0,8104.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,123.0,19.0,28.0,38.0,1.0,3.0,11.0,115.0,15.0,5.0,0.7220130716311788,0.1085961930304161,0.8704868501819835,0.1770805564833126,0.6194640325299268,0.8940800790710003
2.0,6.0,265,1.0,0.0,7632.0,8092.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,124.0,19.0,28.0,38.0,1.0,3.0,11.0,116.0,15.0,5.0,0.9913670571097273,0.34070105978127446,0.9266146249419617,0.19374806146157408,0.5325225587356553,0.9447895432263161
2.0,6.0,266,1.0,0.0,7618.0,8080.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,124.0,19.0,28.0,38.0,1.0,3.0,11.0,116.0,15.0,5.0,0.4286882958001788,0.5654645387707631,0.8981928606077364,0.09864880904268303,0.7653042350896854,0.9186773403478443
2.0,6.0,267,1.0,0.0,7604.0,8068.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,124.0,19.0,28.0,38.0,1.0,3.0,11.0,116.0,15.0,5.0,0.9073669946019205,0.5191275900969727,0.9509975552073086,0.13218324221574368,0.6965491451625186,0.8578264343835541
4.0,0.0,268,0.0,0.0,7590.0,8056.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,125.0,19.0,28.0,38.0,1.0,3.0,11.0,117.0,15.0,5.0,0.42835596228295214,0.3929370892656298,0.940293197888279,0.13002831324241623,0.7238877957715882,0.9447886101386239
2.0,6.0,269,1.0,0.0,7590.0,8056.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,125.0,19.0,28.0,38.0,1.0,3.0,11.0,117.0,15.0,5.0,0.7477434885620506,0.45429637365442194,0.9306918414536813,0.1323719160912817,0.7299169290150213,0.9214971079008698
2.0,6.0,270,1.0,0.0,7576.0,8044.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,126.0,19.0,28.0,38.0,1.0,3.0,11.0,118.0,15.0,5.0,0.7602390737311454,0.49723036592013664,0.9354429975517387,0.10220318383795386,0.7676599069643562,0.9299940261617202
2.0,6.0,271,1.0,0.0,7562.0,8032.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,127.0,19.0,28.0,38.0,1.0,3.0,11.0,119.0,15.0,5.0,0.97761484669076,0.13818053605250888,0.9191782596105637,0.15252502250632174,0.6462160234023799,0.9143023809920725
2.0,6.0,272,1.0,0.0,7548.0,8020.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,127.0,19.0,28.0,38.0,1.0,3.0,11.0,119.0,15.0,5.0,0.7518539330136353,0.013624654989635556,0.9275816482528978,0.18502994687148072,0.6429112529315836,0.8807518436157367
2.0,6.0,273,1.0,0.0,7534.0,8008.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,128.0,19.0,28.0,38.0,1.0,3.0,11.0,120.0,15.0,5.0,0.9840743708468368,0.26303679613389597,0.9385955860339793,0.10665158728016849,0.6069429757045333,0.8992649881051001
2.0,6.0,274,1.0,0.0,7520.0,7996.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,129.0,19.0,28.0,38.0,1.0,3.0,11.0,121.0,15.0,5.0,0.9968690852363268,0.1026785589317196,0.9383434640094837,0.14435028769527744,0.7053550907159019,0.8662771439512811
2.0,9.0,275,1.0,1.0,7506.0,7984.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,130.0,19.0,28.0,38.0,1.0,3.0,11.0,122.0,15.0,5.0,0.7174911574358954,0.41670332349911243,0.8780809077937444,0.14690781102245107,0.7175000251044573,0.9304127614357087
2.0,9.0,276,1.0,1.0,7481.0,7967.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,131.0,19.0,28.0,38.0,1.0,3.0,11.0,123.0,15.0,5.0,0.45228264387231637,0.2856338937612954,0.8964815862448939,0.186070766736252,0.6338553220478301,0.8458339432522465
4.0,0.0,277,0.0,0.0,7456.0,7950.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,132.0,19.0,28.0,38.0,1.0,3.0,11.0,124.0,15.0,5.0,0.6881296207736757,0.04000946995538444,0.9239174355681516,0.1547748044446919,0.7214991358587038,0.8955231895865452
2.0,6.0,278,1.0,0.0,7456.0,7950.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,133.0,19.0,28.0,38.0,1.0,3.0,11.0,125.0,15.0,5.0,0.9062032425893345,0.014125049962315263,0.9152169188242325,0.09602607546926391,0.5313568786815298,0.8403659676295221
4.0,0.0,279,0.0,0.0,7442.0,7938.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,134.0,19.0,28.0,38.0,1.0,3.0,11.0,126.0,15.0,5.0,0.976978692453858,0.29608649658645175,0.9524879053123231,0.12035241365874835,0.7057585638772595,0.8863576541593193
2.0,6.0,280,1.0,0.0,7442.0,7938.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,134.0,19.0,28.0,38.0,1.0,3.0,11.0,126.0,15.0,5.0,0.9792423080636992,0.04981350927678433,0.928609756396027,0.15410446681318984,0.6619500666546801,0.9171936361330064
2.0,6.0,281,1.0,0.0,7428.0,7926.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,134.0,19.0,28.0,38.0,1.0,3.0,11.0,126.0,15.0,5.0,0.634823915003563,0.12731776099799405,0.9480812282438693,0.08999920190904269,0.7787426706228563,0.8492905467121665
2.0,6.0,282,1.0,0.0,7414.0,7914.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,135.0,19.0,28.0,38.0,1.0,3.0,11.0,127.0,15.0,5.0,0.7829662407290747,0.011621896439280601,0.9352827660926071,0.1615614671894137,0.6425547240953775,0.9235319955293199
2.0,9.0,283,1.0,1.0,7400.0,7902.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,136.0,19.0,28.0,38.0,1.0,3.0,11.0,128.0,15.0,5.0,0.9118274614025396,0.5738926133699859,0.9276222320967049,0.10023488361808001,0.720743506811532,0.9004891330740504
2.0,6.0,284,1.0,0.0,7375.0,7885.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,137.0,19.0,28.0,38.0,1.0,3.0,11.0,129.0,15.0,5.0,0.9627875871722074,0.19252463256076757,0.9241384730713893,0.18769040523170388,0.6511360704679464,0.9130789478805519
2.0,9.0,285,1.0,1.0,7361.0,7873.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,137.0,19.0,28.0,38.0,1.0,3.0,11.0,129.0,15.0,5.0,0.9642796088821839,0.23955437549039488,0.9367690707130605,0.11427532148135827,0.7143462587028775,0.8876106031668504
2.0,6.0,286,1.0,0.0,7336.0,7856.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,138.0,19.0,28.0,38.0,1.0,3.0,11.0,130.0,15.0,5.0,0.7226850175256911,0.12578888905471414,0.9353007765204941,0.10181563098199758,0.6897328206188522,0.8398874489077244
2.0,6.0,287,1.0,0.0,7322.0,7844.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,139.0,19.0,28.0,38.0,1.0,3.0,11.0,131.0,15.0,5.0,0.9926030502514449,0.2898341319897185,0.9395668965513323,0.11553263319447768,0.7114584250472411,0.8771748328698691
2.0,6.0,288,1.0,0.0,7308.0,7832.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,140.0,19.0,28.0,38.0,1.0,3.0,11.0,132.0,15.0,5.0,0.987438995373376,0.08548450125998724,0.9367779532203581,0.1403895345307338,0.7123200396626125,0.934686211771404
2.0,6.0,289,1.0,0.0,7294.0,7820.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,140.0,19.0,28.0,38.0,1.0,3.0,11.0,132.0,15.0,5.0,0.7632408919519885,0.1794686333080296,0.9536576528182614,0.1005139528849478,0.7883668313263169,0.7601248181593513
2.0,6.0,290,1.0,0.0,7280.0,7808.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,141.0,20.0,28.0,38.0,1.0,3.0,11.0,132.0,15.0,5.0,0.8893544435684824,0.23372164352047414,0.9191126714999042,0.11525988327016982,0.5095307797910757,0.8573060762479502
2.0,6.0,291,1.0,0.0,7266.0,7796.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,141.0,20.0,28.0,39.0,1.0,3.0,11.0,132.0,16.0,5.0,0.5618665543595751,0.3799259904884908,0.8693377782735279,0.10840607761698823,0.7617879048538219,0.849620496196231
4.0,0.0,292,0.0,0.0,7252.0,7784.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,142.0,20.0,28.0,39.0,1.0,3.0,11.0,133.0,16.0,5.0,0.9887046412253275,0.4318972756393118,0.8793138341840409,0.12012796912828409,0.5588853816659296,0.8843351929477952
4.0,0.0,293,0.0,0.0,7252.0,7784.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,142.0,20.0,28.0,39.0,1.0,3.0,11.0,133.0,16.0,5.0,0.7867563238239281,0.2465534221731236,0.9688898618588221,0.1019416386645051,0.5306600123026021,0.8504333599932049
2.0,6.0,294,1.0,0.0,7252.0,7784.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,142.0,20.0,28.0,40.0,1.0,3.0,11.0,133.0,17.0,5.0,0.718438744558776,0.22084208869801888,0.9425323364228698,0.15663399202706227,0.5747475294510481,0.8710163892135908
4.0,0.0,295,0.0,0.0,7238.0,7772.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,142.0,20.0,28.0,41.0,1.0,3.0,11.0,133.0,18.0,5.0,0.922923183220985,0.2618742367177686,0.9520353570508192,0.13210333159163312,0.6663705566079586,0.8605703132941894
4.0,0.0,296,0.0,0.0,7238.0,7772.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,143.0,20.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.8300456805635854,0.014055625956686526,0.9680236510707876,0.08216331118094472,0.6668872759888816,0.9174199854402848
2.0,6.0,297,1.0,0.0,7238.0,7772.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,143.0,20.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.2613609311727111,0.23330273209302763,0.8952438518686965,0.1224931582623796,0.5628098671551742,0.9197159804640745
2.0,6.0,298,1.0,0.0,7224.0,7760.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,143.0,20.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.5922801680258132,0.05102025258645135,0.9201085668914326,0.16005941316089517,0.6493934661643539,0.9271392095021036
4.0,0.0,299,0.0,0.0,7210.0,7748.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,144.0,21.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.5521467092352124,0.40824035441488205,0.9145077048009103,0.1369536578727452,0.7000480071958308,0.9572897288963875
2.0,6.0,300,1.0,0.0,7210.0,7748.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,144.0,21.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.9414806213674619,0.05231962728315942,0.913798491998378,0.16471771863689508,0.646799449754487,0.9314374881460195
2.0,6.0,301,1.0,0.0,7196.0,7736.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,144.0,21.0,28.0,41.0,1.0,3.0,11.0,134.0,18.0,5.0,0.9438631079484432,0.16231757437806177,0.8688271843391949,0.1441400354337974,0.7116565605312796,0.9704652561610656
4.0,0.0,302,0.0,0.0,7182.0,7724.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,145.0,21.0,28.0,41.0,1.0,3.0,11.0,135.0,18.0,5.0,0.924441936302258,0.47563672476212143,0.9371406388980601,0.13601631419421395,0.5385876838315197,0.9137160741577733
2.0,6.0,303,1.0,0.0,7182.0,7724.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,145.0,21.0,29.0,42.0,1.0,3.0,11.0,135.0,18.0,5.0,0.7908957061334506,0.6405755040821132,0.9035235761927659,0.1151211795410759,0.6860699381543733,0.8518326344686274
4.0,0.0,304,0.0,0.0,7168.0,7712.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,146.0,21.0,29.0,42.0,1.0,3.0,11.0,136.0,18.0,5.0,0.6692966722567258,0.2652576448409579,0.9517227254053945,0.07439059739151498,0.6533351593499026,0.8755011000174253
4.0,0.0,305,0.0,0.0,7168.0,7712.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,147.0,21.0,29.0,42.0,1.0,3.0,11.0,137.0,18.0,5.0,0.9195646866275498,0.04626394734987466,0.9054548755508818,0.15679226448111527,0.5424478031388842,0.9089998545219996
4.0,0.0,306,0.0,0.0,7168.0,7712.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,147.0,21.0,30.0,43.0,1.0,3.0,11.0,137.0,18.0,5.0,0.8323164245559174,0.03791127343412101,0.9196029930565345,0.1318797265765476,0.7700316219565525,0.9498618215195973
2.0,6.0,307,1.0,0.0,7168.0,7712.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,148.0,21.0,30.0,43.0,1.0,3.0,11.0,138.0,18.0,5.0,0.7645767049485164,0.1785328116132407,0.9155155302333403,0.17313582749517026,0.5688642454203884,0.9001181175948111
2.0,6.0,308,1.0,0.0,7154.0,7700.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,148.0,21.0,30.0,43.0,1.0,3.0,11.0,138.0,18.0,5.0,0.6855365483574662,0.20870686710699263,0.9434313635474759,0.15642152064990028,0.7309935962566079,0.9434962046428204
2.0,6.0,309,1.0,0.0,7140.0,7688.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,149.0,21.0,30.0,43.0,1.0,3.0,11.0,139.0,18.0,5.0,0.24342296246923842,0.520106724455314,0.9134575030709842,0.14878761275823457,0.6179017948685939,0.8877439970200792
2.0,9.0,310,1.0,1.0,7126.0,7676.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,149.0,21.0,30.0,43.0,1.0,3.0,11.0,139.0,18.0,5.0,0.6641060533480885,0.05337420030203063,0.9367358243728342,0.09700704961417031,0.5521342551577132,0.9149782784335156
4.0,0.0,311,0.0,0.0,7101.0,7659.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,149.0,21.0,30.0,43.0,1.0,3.0,11.0,139.0,18.0,5.0,0.973987025978526,0.42241522840822204,0.9165660691594288,0.097226856115269,0.6704620599441783,0.9099601091269652
4.0,0.0,312,0.0,0.0,7101.0,7659.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,150.0,21.0,30.0,43.0,1.0,3.0,11.0,140.0,18.0,5.0,0.7890144177561575,0.1712112544805495,0.9493882703818498,0.11793704611360967,0.6057692676675096,0.9043913225072204
2.0,6.0,313,1.0,0.0,7101.0,7659.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,150.0,21.0,30.0,43.0,1.0,3.0,11.0,140.0,18.0,5.0,0.8054031835786796,0.29850603322243996,0.9376815965495217,0.15886270635587443,0.5034684385860789,0.8933930742649902
2.0,6.0,314,1.0,0.0,7087.0,7647.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,150.0,21.0,31.0,44.0,1.0,3.0,11.0,140.0,18.0,5.0,0.7993539255137566,0.4102156560208165,0.942788499872106,0.14036842506743963,0.5262957806249745,0.9579438425379182
2.0,6.0,315,1.0,0.0,7073.0,7635.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,150.0,21.0,31.0,44.0,1.0,3.0,11.0,140.0,18.0,5.0,0.7766519601179347,0.4293774396687153,0.9330321077963948,0.1470257716925773,0.6776683044724348,0.8579713350866963
4.0,0.0,316,0.0,0.0,7059.0,7623.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,151.0,21.0,31.0,44.0,1.0,3.0,11.0,141.0,18.0,5.0,0.4855668682641008,0.12052323463078887,0.9028990299595426,0.10401373811605111,0.6989693993791247,0.9216112471880248
2.0,9.0,317,1.0,1.0,7059.0,7623.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,152.0,21.0,31.0,44.0,1.0,3.0,11.0,142.0,18.0,5.0,0.758597824926596,0.1899614823618017,0.9335300766712202,0.1364203397281664,0.5767892365188911,0.9426365298301738
4.0,0.0,318,0.0,0.0,7034.0,7606.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,152.0,21.0,31.0,44.0,1.0,3.0,11.0,142.0,18.0,5.0,0.7948004888219639,0.021266023184724647,0.948082436078934,0.16753146929215965,0.7316366848650877,0.9010997068503857
4.0,0.0,319,0.0,0.0,7034.0,7606.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,152.0,21.0,31.0,44.0,1.0,3.0,11.0,142.0,18.0,5.0,0.9968210745881955,0.3441417205703459,0.9129589720104855,0.11955412756586838,0.6107938629064186,0.8536027199257419
2.0,6.0,320,1.0,0.0,7034.0,7606.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,153.0,21.0,31.0,44.0,1.0,3.0,11.0,143.0,18.0,5.0,0.756836206937061,0.2193890261270588,0.941265660557295,0.1240165155275064,0.5808768448851988,0.9256618451031969
2.0,6.0,321,1.0,0.0,7020.0,7594.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,153.0,21.0,32.0,45.0,1.0,3.0,11.0,143.0,18.0,5.0,0.6979008715431779,0.4498697080934598,0.9680662336232017,0.16273840323915323,0.7865846468822456,0.9085719424283786
2.0,6.0,322,1.0,0.0,7006.0,7582.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,154.0,21.0,32.0,45.0,1.0,3.0,11.0,144.0,18.0,5.0,0.6189034433973133,0.1136644459985138,0.9230036197279926,0.11843254614383768,0.6140956672496771,0.908741834528188
2.0,6.0,323,1.0,0.0,6992.0,7570.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,154.0,21.0,32.0,45.0,1.0,3.0,11.0,144.0,18.0,5.0,0.9182404893356542,0.25585657577130283,0.9417910820455642,0.110081337913494,0.571778780929504,0.8985075139348412
4.0,0.0,324,0.0,0.0,6978.0,7558.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,154.0,21.0,33.0,46.0,1.0,3.0,11.0,144.0,18.0,5.0,0.9443245774563624,0.22793792102945948,0.9400519355815473,0.14697888087371846,0.592180995019957,0.9635931277125307
2.0,6.0,325,1.0,0.0,6978.0,7558.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,154.0,21.0,33.0,47.0,1.0,3.0,11.0,144.0,19.0,5.0,0.7772651414077304,0.23314475755204206,0.8861302088239683,0.16271859902421001,0.6218897457489481,0.896100212265843
2.0,9.0,326,1.0,1.0,6964.0,7546.0,0.7077377425529019,10.393,8.486969708395835,0.0,0.7077377425529019,0.0,0.2922622574470981,3.0,1.0,155.0,21.0,33.0,47.0,1.0,3.0,11.0,145.0,19.0,5.0,0.7426826044000173,0.17121679682842192,0.9225179274992293,0.08734387671044572,0.6499157145256826,0.8715323883438435
